,Gender,Gap,10_Result,12_Result,Sem1,Sem2,Sem3,Sem4,Sem5,Caste,admission_category
4092,FEMALE,0,4,4,3.0,4.0,4.0,3.0,3.0,NT,CAP
4093,FEMALE,0,4,4,4.0,4.0,3.0,3.0,4.0,NT,CAP
4094,FEMALE,0,4,4,4.0,3.0,3.0,4.0,3.0,NT,CAP
4095,FEMALE,0,4,4,4.0,3.0,4.0,3.0,4.0,NT,CAP
4096,FEMALE,0,4,4,3.0,4.0,3.0,3.0,3.0,NT,CAP
4097,FEMALE,0,4,4,4.0,4.0,3.0,3.0,3.0,NT,CAP
4098,FEMALE,0,4,4,3.0,3.0,4.0,4.0,3.0,NT,CAP
4099,FEMALE,0,4,4,3.0,4.0,3.0,3.0,3.0,NT,CAP
4100,FEMALE,0,4,4,4.0,4.0,4.0,3.0,4.0,NT,CAP
4101,FEMALE,0,4,4,4.0,3.0,4.0,3.0,3.0,NT,CAP
4102,FEMALE,0,4,4,3.0,4.0,3.0,3.0,4.0,NT,CAP
4103,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,NT,CAP
4104,FEMALE,0,4,4,4.0,4.0,3.0,4.0,3.0,NT,CAP
4105,FEMALE,0,4,4,4.0,3.0,4.0,4.0,3.0,NT,CAP
4106,FEMALE,0,4,4,3.0,3.0,4.0,3.0,4.0,NT,CAP
4107,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,NT,CAP
4108,FEMALE,0,4,4,3.0,3.0,3.0,4.0,3.0,NT,CAP
4109,FEMALE,0,4,4,4.0,3.0,4.0,4.0,3.0,NT,CAP
4110,FEMALE,0,4,4,4.0,3.0,4.0,3.0,4.0,NT,CAP
4111,FEMALE,0,4,4,4.0,4.0,4.0,3.0,3.0,NT,CAP
4112,FEMALE,0,4,4,3.0,3.0,4.0,3.0,3.0,NT,CAP
4113,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,NT,CAP
4114,FEMALE,0,4,4,3.0,3.0,4.0,4.0,3.0,NT,CAP
4115,FEMALE,0,4,4,4.0,3.0,3.0,4.0,4.0,NT,CAP
4116,FEMALE,0,4,4,4.0,3.0,4.0,4.0,3.0,NT,CAP
4117,FEMALE,0,4,4,4.0,4.0,3.0,3.0,4.0,NT,CAP
4118,FEMALE,0,4,4,4.0,4.0,3.0,3.0,4.0,NT,CAP
4119,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,NT,CAP
4120,FEMALE,0,4,4,3.0,4.0,4.0,4.0,3.0,NT,CAP
4121,FEMALE,0,4,4,3.0,3.0,4.0,4.0,3.0,NT,CAP
4122,FEMALE,0,4,4,3.0,4.0,4.0,4.0,3.0,NT,CAP
4123,FEMALE,0,4,4,4.0,4.0,4.0,4.0,3.0,NT,CAP
4124,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,NT,CAP
4125,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,NT,CAP
4126,FEMALE,0,4,4,3.0,4.0,3.0,3.0,3.0,NT,CAP
4127,FEMALE,0,4,4,4.0,3.0,4.0,4.0,4.0,NT,CAP
4128,FEMALE,0,4,4,4.0,3.0,3.0,4.0,4.0,NT,CAP
4129,FEMALE,0,4,4,3.0,4.0,4.0,4.0,3.0,NT,CAP
4130,FEMALE,0,4,4,4.0,3.0,4.0,3.0,4.0,NT,CAP
4131,FEMALE,0,4,4,4.0,4.0,3.0,4.0,4.0,NT,CAP
4132,FEMALE,0,4,4,4.0,3.0,4.0,4.0,3.0,NT,CAP
4133,FEMALE,0,4,4,4.0,4.0,4.0,4.0,3.0,NT,CAP
4134,FEMALE,0,4,4,4.0,3.0,4.0,3.0,3.0,NT,CAP
4135,FEMALE,0,4,4,3.0,4.0,3.0,4.0,4.0,NT,CAP
4136,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,NT,CAP
4137,FEMALE,0,4,4,3.0,4.0,4.0,3.0,4.0,NT,CAP
4138,FEMALE,0,4,4,3.0,3.0,3.0,4.0,4.0,NT,CAP
4139,FEMALE,0,4,4,3.0,4.0,3.0,4.0,4.0,NT,CAP
4140,FEMALE,0,4,4,4.0,4.0,3.0,4.0,3.0,NT,CAP
4141,FEMALE,0,4,4,4.0,4.0,4.0,4.0,3.0,NT,CAP
4142,FEMALE,0,4,4,4.0,3.0,3.0,3.0,4.0,NT,CAP
4143,FEMALE,0,4,4,4.0,3.0,4.0,4.0,4.0,NT,CAP
4144,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,NT,CAP
4145,FEMALE,0,4,4,4.0,3.0,4.0,4.0,4.0,NT,CAP
4146,FEMALE,0,4,4,3.0,3.0,4.0,3.0,3.0,NT,CAP
4147,FEMALE,0,4,4,3.0,3.0,3.0,3.0,4.0,NT,CAP
4148,FEMALE,0,4,4,3.0,4.0,3.0,4.0,3.0,NT,CAP
4149,FEMALE,0,4,4,4.0,3.0,3.0,4.0,3.0,NT,CAP
4150,FEMALE,0,4,4,3.0,4.0,3.0,3.0,3.0,NT,CAP
4151,FEMALE,0,4,4,4.0,4.0,3.0,3.0,3.0,NT,CAP
4152,FEMALE,0,4,4,4.0,3.0,3.0,4.0,3.0,NT,CAP
4153,FEMALE,0,4,4,4.0,3.0,4.0,3.0,3.0,NT,CAP
4154,FEMALE,0,4,4,4.0,3.0,3.0,4.0,3.0,NT,CAP
4155,FEMALE,0,4,4,4.0,4.0,3.0,4.0,3.0,NT,CAP
4156,FEMALE,0,4,4,3.0,3.0,3.0,4.0,4.0,NT,CAP
4157,FEMALE,0,4,4,4.0,4.0,3.0,3.0,4.0,NT,CAP
4158,FEMALE,0,4,4,4.0,3.0,3.0,4.0,3.0,NT,CAP
4159,FEMALE,0,4,4,3.0,4.0,3.0,4.0,3.0,NT,CAP
4160,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,NT,CAP
4161,FEMALE,0,4,4,4.0,3.0,3.0,3.0,4.0,NT,CAP
4162,FEMALE,0,4,4,4.0,4.0,3.0,3.0,4.0,NT,CAP
4163,FEMALE,0,4,4,3.0,3.0,4.0,3.0,4.0,NT,CAP
4164,FEMALE,0,4,4,3.0,3.0,3.0,4.0,4.0,NT,CAP
4165,FEMALE,0,4,4,4.0,4.0,3.0,3.0,3.0,NT,CAP
4166,FEMALE,0,4,4,4.0,4.0,3.0,4.0,3.0,NT,CAP
4167,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,NT,CAP
4168,FEMALE,0,4,4,4.0,3.0,3.0,3.0,3.0,NT,CAP
4169,FEMALE,0,4,4,3.0,3.0,4.0,3.0,4.0,NT,CAP
4170,FEMALE,0,4,4,4.0,4.0,3.0,3.0,4.0,NT,CAP
4171,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,NT,CAP
4172,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,NT,CAP
4173,FEMALE,0,4,4,3.0,3.0,3.0,3.0,4.0,NT,CAP
4174,FEMALE,0,4,4,4.0,4.0,4.0,4.0,3.0,NT,CAP
4175,FEMALE,0,4,4,4.0,3.0,3.0,4.0,3.0,NT,CAP
4176,FEMALE,0,4,4,3.0,3.0,3.0,3.0,3.0,NT,CAP
4177,FEMALE,0,4,4,4.0,3.0,4.0,4.0,3.0,NT,CAP
4178,FEMALE,0,4,4,3.0,4.0,3.0,4.0,4.0,NT,CAP
4179,FEMALE,0,4,4,3.0,3.0,3.0,3.0,4.0,NT,CAP
4180,FEMALE,0,4,4,4.0,4.0,4.0,3.0,3.0,NT,CAP
4181,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,NT,CAP
4182,FEMALE,0,4,4,4.0,4.0,3.0,4.0,4.0,NT,CAP
4183,FEMALE,0,4,4,4.0,3.0,4.0,4.0,3.0,NT,CAP
4184,FEMALE,0,4,4,3.0,3.0,3.0,4.0,3.0,NT,CAP
4185,FEMALE,0,4,4,3.0,4.0,3.0,4.0,3.0,NT,CAP
4186,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,NT,CAP
4187,FEMALE,0,4,4,4.0,3.0,3.0,4.0,4.0,NT,CAP
4188,FEMALE,0,4,4,3.0,3.0,3.0,3.0,4.0,NT,CAP
4189,FEMALE,0,4,4,4.0,3.0,3.0,4.0,4.0,NT,CAP
4190,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,NT,CAP
4191,FEMALE,0,4,4,4.0,4.0,4.0,3.0,4.0,OPEN,CAP
4192,FEMALE,0,4,4,3.0,4.0,3.0,4.0,4.0,OPEN,CAP
4193,FEMALE,0,4,4,4.0,4.0,3.0,3.0,3.0,OPEN,CAP
4194,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
4195,FEMALE,0,4,4,3.0,4.0,3.0,4.0,4.0,OPEN,CAP
4196,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
4197,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
4198,FEMALE,0,4,4,4.0,3.0,4.0,4.0,3.0,OPEN,CAP
4199,FEMALE,0,4,4,3.0,4.0,3.0,4.0,3.0,OPEN,CAP
4200,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
4201,FEMALE,0,4,4,3.0,3.0,3.0,4.0,3.0,OPEN,CAP
4202,FEMALE,0,4,4,4.0,3.0,4.0,4.0,4.0,OPEN,CAP
4203,FEMALE,0,4,4,4.0,4.0,4.0,4.0,3.0,OPEN,CAP
4204,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
4205,FEMALE,0,4,4,4.0,3.0,4.0,4.0,3.0,OPEN,CAP
4206,FEMALE,0,4,4,4.0,3.0,4.0,3.0,4.0,OPEN,CAP
4207,FEMALE,0,4,4,3.0,4.0,3.0,3.0,4.0,OPEN,CAP
4208,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
4209,FEMALE,0,4,4,4.0,3.0,4.0,4.0,4.0,OPEN,CAP
4210,FEMALE,0,4,4,3.0,4.0,4.0,3.0,3.0,OPEN,CAP
4211,FEMALE,0,4,4,3.0,3.0,3.0,4.0,3.0,OPEN,CAP
4212,FEMALE,0,4,4,4.0,4.0,4.0,3.0,3.0,OPEN,CAP
4213,FEMALE,0,4,4,3.0,3.0,3.0,3.0,3.0,OPEN,CAP
4214,FEMALE,0,4,4,4.0,4.0,3.0,3.0,4.0,OPEN,CAP
4215,FEMALE,0,4,4,4.0,3.0,3.0,4.0,3.0,OPEN,CAP
4216,FEMALE,0,4,4,3.0,4.0,4.0,4.0,3.0,OPEN,CAP
4217,FEMALE,0,4,4,3.0,4.0,3.0,3.0,4.0,OPEN,CAP
4218,FEMALE,0,4,4,3.0,3.0,4.0,3.0,4.0,OPEN,CAP
4219,FEMALE,0,4,4,4.0,3.0,3.0,3.0,3.0,OPEN,CAP
4220,FEMALE,0,4,4,3.0,3.0,3.0,4.0,3.0,OPEN,CAP
4221,FEMALE,0,4,4,3.0,4.0,3.0,4.0,3.0,OPEN,CAP
4222,FEMALE,0,4,4,3.0,3.0,4.0,3.0,4.0,OPEN,CAP
4223,FEMALE,0,4,4,4.0,4.0,4.0,3.0,4.0,OPEN,CAP
4224,FEMALE,0,4,4,4.0,4.0,4.0,3.0,3.0,OPEN,CAP
4225,FEMALE,0,4,4,4.0,3.0,3.0,4.0,4.0,OPEN,CAP
4226,FEMALE,0,4,4,3.0,3.0,3.0,3.0,3.0,OPEN,CAP
4227,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
4228,FEMALE,0,4,4,4.0,4.0,4.0,3.0,3.0,OPEN,CAP
4229,FEMALE,0,4,4,4.0,4.0,4.0,3.0,4.0,OPEN,CAP
4230,FEMALE,0,4,4,4.0,4.0,3.0,4.0,4.0,OPEN,CAP
4231,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
4232,FEMALE,0,4,4,4.0,3.0,4.0,4.0,3.0,OPEN,CAP
4233,FEMALE,0,4,4,4.0,3.0,3.0,4.0,4.0,OPEN,CAP
4234,FEMALE,0,4,4,3.0,4.0,3.0,4.0,3.0,OPEN,CAP
4235,FEMALE,0,4,4,3.0,3.0,4.0,3.0,4.0,OPEN,CAP
4236,FEMALE,0,4,4,3.0,4.0,4.0,3.0,3.0,OPEN,CAP
4237,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
4238,FEMALE,0,4,4,3.0,4.0,4.0,3.0,3.0,OPEN,CAP
4239,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
4240,FEMALE,0,4,4,3.0,3.0,3.0,4.0,4.0,OPEN,CAP
4241,FEMALE,0,4,4,3.0,4.0,3.0,3.0,4.0,OPEN,CAP
4242,FEMALE,0,4,4,4.0,3.0,4.0,4.0,3.0,OPEN,CAP
4243,FEMALE,0,4,4,4.0,4.0,3.0,3.0,3.0,OPEN,CAP
4244,FEMALE,0,4,4,3.0,4.0,4.0,4.0,3.0,OPEN,CAP
4245,FEMALE,0,4,4,4.0,4.0,3.0,3.0,4.0,OPEN,CAP
4246,FEMALE,0,4,4,4.0,3.0,3.0,4.0,3.0,OPEN,CAP
4247,FEMALE,0,4,4,4.0,3.0,3.0,4.0,4.0,OPEN,CAP
4248,FEMALE,0,4,4,3.0,4.0,3.0,3.0,3.0,OPEN,CAP
4249,FEMALE,0,4,4,4.0,3.0,4.0,3.0,3.0,OPEN,CAP
4250,FEMALE,0,4,4,4.0,4.0,4.0,4.0,3.0,OPEN,CAP
4251,FEMALE,0,4,4,3.0,3.0,3.0,4.0,4.0,OPEN,CAP
4252,FEMALE,0,4,4,4.0,3.0,4.0,4.0,3.0,OPEN,CAP
4253,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
4254,FEMALE,0,4,4,4.0,3.0,3.0,3.0,4.0,OPEN,CAP
4255,FEMALE,0,4,4,4.0,4.0,3.0,4.0,3.0,OPEN,CAP
4256,FEMALE,0,4,4,4.0,3.0,4.0,3.0,4.0,OPEN,CAP
4257,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
4258,FEMALE,0,4,4,3.0,4.0,3.0,3.0,3.0,OPEN,CAP
4259,FEMALE,0,4,4,3.0,4.0,3.0,3.0,3.0,OPEN,CAP
4260,FEMALE,0,4,4,3.0,3.0,4.0,3.0,4.0,OPEN,CAP
4261,FEMALE,0,4,4,3.0,4.0,4.0,4.0,3.0,OPEN,CAP
4262,FEMALE,0,4,4,4.0,3.0,4.0,3.0,4.0,OPEN,CAP
4263,FEMALE,0,4,4,4.0,3.0,3.0,4.0,3.0,OPEN,CAP
4264,FEMALE,0,4,4,4.0,3.0,3.0,3.0,3.0,OPEN,CAP
4265,FEMALE,0,4,4,4.0,3.0,4.0,3.0,4.0,OPEN,CAP
4266,FEMALE,0,4,4,4.0,3.0,4.0,4.0,3.0,OPEN,CAP
4267,FEMALE,0,4,4,3.0,3.0,3.0,4.0,3.0,OPEN,CAP
4268,FEMALE,0,4,4,4.0,3.0,4.0,4.0,4.0,OPEN,CAP
4269,FEMALE,0,4,4,3.0,4.0,4.0,4.0,3.0,OPEN,CAP
4270,FEMALE,0,4,4,4.0,3.0,3.0,4.0,3.0,OPEN,CAP
4271,FEMALE,0,4,4,4.0,4.0,3.0,3.0,3.0,OPEN,CAP
4272,FEMALE,0,4,4,3.0,3.0,3.0,3.0,3.0,OPEN,CAP
4273,FEMALE,0,4,4,3.0,3.0,4.0,3.0,3.0,OPEN,CAP
4274,FEMALE,0,4,4,4.0,3.0,3.0,4.0,3.0,OPEN,CAP
4275,FEMALE,0,4,4,4.0,4.0,4.0,3.0,4.0,OPEN,CAP
4276,FEMALE,0,4,4,3.0,4.0,4.0,3.0,3.0,OPEN,CAP
4277,FEMALE,0,4,4,3.0,4.0,4.0,4.0,3.0,OPEN,CAP
4278,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
4279,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
4280,FEMALE,0,4,4,3.0,4.0,3.0,4.0,4.0,OPEN,CAP
4281,FEMALE,0,4,4,4.0,4.0,3.0,3.0,4.0,OPEN,CAP
4282,FEMALE,0,4,4,4.0,4.0,4.0,3.0,3.0,OPEN,CAP
4283,FEMALE,0,4,4,3.0,3.0,3.0,4.0,3.0,OPEN,CAP
4284,FEMALE,0,4,4,4.0,3.0,3.0,4.0,4.0,OPEN,CAP
4285,FEMALE,0,4,4,3.0,3.0,3.0,3.0,3.0,OPEN,CAP
4286,FEMALE,0,4,4,4.0,3.0,3.0,4.0,4.0,OPEN,CAP
4287,FEMALE,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
4288,FEMALE,0,4,4,4.0,4.0,4.0,3.0,4.0,OPEN,CAP
4289,FEMALE,0,4,4,4.0,3.0,3.0,4.0,4.0,OPEN,CAP
4290,FEMALE,0,4,4,4.0,4.0,4.0,3.0,3.0,OPEN,CAP
4291,FEMALE,0,4,4,3.0,4.0,3.0,4.0,4.0,OPEN,CAP
4292,FEMALE,0,4,4,4.0,3.0,3.0,4.0,4.0,OPEN,CAP
4293,FEMALE,0,4,4,3.0,4.0,4.0,3.0,4.0,OPEN,CAP
4294,FEMALE,0,4,4,3.0,3.0,4.0,4.0,3.0,OPEN,CAP
4295,FEMALE,0,4,4,4.0,4.0,3.0,3.0,3.0,OPEN,CAP
4296,FEMALE,0,4,4,3.0,3.0,3.0,4.0,3.0,OPEN,CAP
4297,FEMALE,0,4,4,4.0,4.0,3.0,3.0,4.0,OPEN,CAP
4298,FEMALE,0,4,4,4.0,3.0,4.0,3.0,4.0,OPEN,CAP
4299,FEMALE,0,4,4,3.0,4.0,3.0,3.0,4.0,OPEN,CAP
4300,FEMALE,0,4,4,4.0,4.0,4.0,4.0,3.0,OPEN,CAP
4301,FEMALE,0,4,4,4.0,3.0,4.0,3.0,4.0,OPEN,CAP
4302,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
4303,FEMALE,0,4,4,3.0,4.0,3.0,4.0,4.0,OPEN,CAP
4304,FEMALE,0,4,4,4.0,4.0,4.0,3.0,4.0,OPEN,CAP
4305,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
4306,FEMALE,0,4,4,3.0,3.0,4.0,4.0,3.0,OPEN,CAP
4307,FEMALE,0,4,4,3.0,4.0,3.0,4.0,3.0,OPEN,CAP
4308,FEMALE,0,4,4,4.0,3.0,3.0,3.0,4.0,OPEN,CAP
4309,FEMALE,0,4,4,4.0,4.0,4.0,4.0,3.0,OPEN,CAP
4310,FEMALE,0,4,4,3.0,3.0,3.0,3.0,4.0,OPEN,CAP
4311,FEMALE,0,4,4,3.0,4.0,3.0,4.0,4.0,OPEN,CAP
4312,FEMALE,0,4,4,4.0,3.0,3.0,4.0,3.0,OPEN,CAP
4313,FEMALE,0,4,4,4.0,3.0,4.0,4.0,4.0,OPEN,CAP
4314,FEMALE,0,4,4,3.0,3.0,3.0,3.0,4.0,OPEN,CAP
4315,FEMALE,0,4,4,4.0,3.0,4.0,3.0,4.0,OPEN,CAP
4316,FEMALE,0,4,4,3.0,4.0,3.0,3.0,4.0,OPEN,CAP
4317,FEMALE,0,4,4,4.0,4.0,3.0,3.0,3.0,OPEN,CAP
4318,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
4319,FEMALE,0,4,4,4.0,4.0,3.0,4.0,4.0,OPEN,CAP
4320,FEMALE,0,4,4,4.0,4.0,4.0,3.0,4.0,OPEN,CAP
4321,FEMALE,0,4,4,4.0,4.0,3.0,4.0,3.0,OPEN,CAP
4322,FEMALE,0,4,4,4.0,3.0,4.0,4.0,3.0,OPEN,CAP
4323,FEMALE,0,4,4,4.0,3.0,4.0,4.0,4.0,OPEN,CAP
4324,FEMALE,0,4,4,4.0,4.0,3.0,3.0,3.0,OPEN,CAP
4325,FEMALE,0,4,4,4.0,4.0,4.0,3.0,4.0,OPEN,CAP
4326,FEMALE,0,4,4,4.0,4.0,3.0,4.0,4.0,OPEN,CAP
4327,FEMALE,0,4,4,3.0,4.0,4.0,3.0,4.0,OPEN,CAP
4328,FEMALE,0,4,4,4.0,4.0,3.0,3.0,3.0,OPEN,CAP
4329,FEMALE,0,4,4,4.0,3.0,4.0,4.0,4.0,OPEN,CAP
4330,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
4331,FEMALE,0,4,4,4.0,3.0,3.0,3.0,3.0,OPEN,CAP
4332,FEMALE,0,4,4,4.0,4.0,4.0,4.0,3.0,OPEN,CAP
4333,FEMALE,0,4,4,3.0,3.0,3.0,3.0,4.0,OPEN,CAP
4334,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
4335,FEMALE,0,4,4,3.0,3.0,4.0,3.0,3.0,OPEN,CAP
4336,FEMALE,0,4,4,4.0,4.0,4.0,3.0,3.0,OPEN,CAP
4337,FEMALE,0,4,4,3.0,3.0,4.0,3.0,3.0,OPEN,CAP
4338,FEMALE,0,4,4,3.0,4.0,3.0,4.0,3.0,OPEN,CAP
4339,FEMALE,0,4,4,4.0,3.0,3.0,3.0,3.0,OPEN,CAP
4340,FEMALE,0,4,4,4.0,3.0,3.0,3.0,4.0,OPEN,CAP
4341,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
4342,FEMALE,0,4,4,4.0,4.0,4.0,3.0,3.0,OPEN,CAP
4343,FEMALE,0,4,4,4.0,4.0,4.0,4.0,3.0,OPEN,CAP
4344,FEMALE,0,4,4,3.0,3.0,3.0,4.0,3.0,OPEN,CAP
4345,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
4346,FEMALE,0,4,4,3.0,4.0,3.0,3.0,4.0,OPEN,CAP
4347,FEMALE,0,4,4,4.0,3.0,4.0,4.0,4.0,OPEN,CAP
4348,FEMALE,0,4,4,3.0,4.0,3.0,3.0,4.0,OPEN,CAP
4349,FEMALE,0,4,4,3.0,3.0,3.0,4.0,4.0,OPEN,CAP
4350,FEMALE,0,4,4,4.0,3.0,4.0,4.0,3.0,OPEN,CAP
4351,FEMALE,0,4,4,3.0,3.0,4.0,3.0,3.0,OPEN,CAP
4352,FEMALE,0,4,4,4.0,3.0,4.0,3.0,4.0,OPEN,CAP
4353,FEMALE,0,4,4,3.0,3.0,3.0,4.0,3.0,OPEN,CAP
4354,FEMALE,0,4,4,4.0,4.0,3.0,4.0,4.0,OPEN,CAP
4355,FEMALE,0,4,4,3.0,3.0,3.0,4.0,3.0,OPEN,CAP
4356,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
4357,FEMALE,0,4,4,4.0,4.0,3.0,4.0,3.0,OPEN,CAP
4358,FEMALE,0,4,4,4.0,3.0,3.0,3.0,3.0,OPEN,CAP
4359,FEMALE,0,4,4,4.0,3.0,3.0,4.0,4.0,OPEN,CAP
4360,FEMALE,0,4,4,3.0,3.0,3.0,3.0,4.0,OPEN,CAP
4361,FEMALE,0,4,4,4.0,3.0,3.0,3.0,4.0,OPEN,CAP
4362,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
4363,FEMALE,0,4,4,4.0,4.0,3.0,4.0,4.0,OPEN,CAP
4364,FEMALE,0,4,4,3.0,4.0,3.0,4.0,4.0,OPEN,CAP
4365,FEMALE,0,4,4,3.0,3.0,4.0,3.0,3.0,OPEN,CAP
4366,FEMALE,0,4,4,3.0,3.0,3.0,4.0,3.0,OPEN,CAP
4367,FEMALE,0,4,4,4.0,3.0,3.0,3.0,3.0,OPEN,CAP
4368,FEMALE,0,4,4,3.0,3.0,3.0,4.0,4.0,OPEN,CAP
4369,FEMALE,0,4,4,4.0,3.0,4.0,4.0,4.0,OPEN,CAP
4370,FEMALE,0,4,4,4.0,4.0,3.0,4.0,3.0,OPEN,CAP
4371,FEMALE,0,4,4,4.0,4.0,3.0,3.0,3.0,OPEN,CAP
4372,FEMALE,0,4,4,3.0,4.0,4.0,3.0,4.0,OPEN,CAP
4373,FEMALE,0,4,4,3.0,3.0,4.0,3.0,3.0,OPEN,CAP
4374,FEMALE,0,4,4,4.0,4.0,3.0,4.0,3.0,OPEN,CAP
4375,FEMALE,0,4,4,3.0,3.0,3.0,3.0,3.0,OPEN,CAP
4376,FEMALE,0,4,4,4.0,4.0,3.0,3.0,4.0,OPEN,CAP
4377,FEMALE,0,4,4,4.0,3.0,3.0,3.0,4.0,OPEN,CAP
4378,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
4379,FEMALE,0,4,4,3.0,3.0,3.0,3.0,4.0,OPEN,CAP
4380,FEMALE,0,4,4,4.0,4.0,4.0,4.0,3.0,OPEN,CAP
4381,FEMALE,0,4,4,4.0,4.0,3.0,3.0,4.0,OPEN,CAP
4382,FEMALE,0,4,4,3.0,4.0,3.0,4.0,4.0,OPEN,CAP
4383,FEMALE,0,4,4,3.0,3.0,4.0,3.0,4.0,OPEN,CAP
4384,FEMALE,0,4,4,4.0,4.0,3.0,4.0,3.0,OPEN,CAP
4385,FEMALE,0,4,4,3.0,3.0,3.0,4.0,4.0,OPEN,CAP
4386,FEMALE,0,4,4,4.0,3.0,4.0,3.0,4.0,OPEN,CAP
4387,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
4388,FEMALE,0,4,4,3.0,4.0,4.0,3.0,4.0,OPEN,CAP
4389,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
4390,FEMALE,0,4,4,4.0,4.0,3.0,4.0,4.0,OPEN,CAP
4391,FEMALE,0,4,4,3.0,3.0,3.0,3.0,4.0,OPEN,CAP
4392,FEMALE,0,4,4,3.0,3.0,4.0,3.0,3.0,OPEN,CAP
4393,FEMALE,0,4,4,3.0,4.0,3.0,3.0,4.0,OPEN,CAP
4394,FEMALE,0,4,4,4.0,4.0,3.0,4.0,4.0,OPEN,CAP
4395,FEMALE,0,4,4,3.0,3.0,4.0,4.0,3.0,OPEN,CAP
4396,FEMALE,0,4,4,4.0,3.0,3.0,4.0,4.0,OPEN,CAP
4397,FEMALE,0,4,4,4.0,4.0,3.0,4.0,3.0,OPEN,CAP
4398,FEMALE,0,4,4,3.0,3.0,3.0,3.0,3.0,OPEN,CAP
4399,FEMALE,0,4,4,4.0,3.0,3.0,4.0,4.0,OPEN,CAP
4400,FEMALE,0,4,4,3.0,4.0,4.0,3.0,3.0,OPEN,CAP
4401,FEMALE,0,4,4,4.0,4.0,4.0,3.0,3.0,OPEN,CAP
4402,FEMALE,0,4,4,3.0,4.0,3.0,4.0,3.0,OPEN,CAP
4403,FEMALE,0,4,4,4.0,4.0,3.0,3.0,4.0,OPEN,CAP
4404,FEMALE,0,4,4,3.0,4.0,4.0,3.0,3.0,OPEN,CAP
4405,FEMALE,0,4,4,3.0,4.0,4.0,4.0,3.0,OPEN,CAP
4406,FEMALE,0,4,4,3.0,4.0,3.0,4.0,3.0,OPEN,CAP
4407,FEMALE,0,4,4,4.0,4.0,4.0,3.0,3.0,OPEN,CAP
4408,FEMALE,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
4409,FEMALE,0,4,4,3.0,3.0,4.0,3.0,3.0,OPEN,CAP
4410,FEMALE,0,4,4,4.0,4.0,3.0,4.0,4.0,OPEN,CAP
4411,FEMALE,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
4412,FEMALE,0,4,4,4.0,4.0,3.0,3.0,4.0,OPEN,CAP
