,Division,Gender,Gap,10_Result,12_Result,Sem1,Sem2,Sem3,Sem4,Sem5,Caste,admission_category
837,2176,2176,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,2176,2176
838,2177,2177,0.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,2177,2177
839,2162,2162,0.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,2162,2162
840,2161,2161,0.0,3.0,3.0,5.0,7.0,7.0,6.0,7.0,2161,2161
841,2160,2160,0.0,4.0,4.0,5.0,4.0,5.0,6.0,6.0,2160,2160
842,2151,2151,0.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,2151,2151
843,2145,2145,0.0,3.0,3.0,6.0,5.0,6.0,6.0,7.0,2145,2145
844,2146,2146,0.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,2146,2146
845,2147,2147,0.0,3.0,3.0,6.0,6.0,7.0,7.0,7.0,2147,2147
847,2148,2148,0.0,3.0,3.0,5.0,6.0,7.0,6.0,6.0,2148,2148
848,2149,2149,0.0,4.0,4.0,5.0,5.0,6.0,5.0,7.0,2149,2149
849,2150,2150,0.0,4.0,4.0,4.0,5.0,7.0,6.0,6.0,2150,2150
850,2152,2152,0.0,3.0,3.0,6.0,5.0,7.0,7.0,7.0,2152,2152
851,2159,2159,0.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,2159,2159
852,2153,2153,0.0,3.0,3.0,5.0,5.0,5.0,6.0,6.0,2153,2153
853,2154,2154,0.0,4.0,4.0,7.0,5.0,7.0,7.0,7.0,2154,2154
854,2155,2155,0.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,2155,2155
855,2156,2156,0.0,4.0,4.0,5.0,6.0,7.0,6.0,6.0,2156,2156
856,2157,2157,0.0,4.0,4.0,6.0,5.0,7.0,7.0,6.0,2157,2157
857,2158,2158,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,2158,2158
859,2178,2178,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,2178,2178
860,2180,2180,0.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,2180,2180
861,2215,2215,0.0,3.0,3.0,5.0,6.0,7.0,7.0,7.0,2215,2215
862,2181,2181,0.0,4.0,4.0,6.0,6.0,6.0,7.0,7.0,2181,2181
863,2200,2200,0.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,2200,2200
864,2201,2201,0.0,3.0,3.0,4.0,4.0,4.0,3.0,0.0,2201,2201
865,2202,2202,0.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,2202,2202
866,2203,2203,0.0,4.0,4.0,4.0,5.0,6.0,7.0,7.0,2203,2203
867,2204,2204,0.0,3.0,3.0,4.0,4.0,6.0,5.0,6.0,2204,2204
868,2205,2205,1.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,2205,2205
869,2206,2206,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,2206,2206
870,2207,2207,0.0,3.0,3.0,6.0,5.0,6.0,7.0,7.0,2207,2207
871,2208,2208,0.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,2208,2208
872,2209,2209,0.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,2209,2209
874,2210,2210,0.0,4.0,4.0,6.0,6.0,5.0,5.0,7.0,2210,2210
875,2211,2211,0.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,2211,2211
876,2212,2212,0.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,2212,2212
877,2213,2213,0.0,3.0,3.0,5.0,5.0,7.0,6.0,6.0,2213,2213
878,2214,2214,0.0,4.0,4.0,6.0,6.0,7.0,7.0,6.0,2214,2214
879,2199,2199,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,2199,2199
880,2198,2198,0.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,2198,2198
881,2197,2197,0.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,2197,2197
884,2188,2188,1.0,4.0,4.0,5.0,5.0,7.0,7.0,6.0,2188,2188
886,2182,2182,0.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,2182,2182
887,2183,2183,0.0,3.0,3.0,6.0,6.0,7.0,6.0,6.0,2183,2183
888,2184,2184,0.0,3.0,3.0,5.0,5.0,5.0,5.0,7.0,2184,2184
889,2185,2185,0.0,3.0,3.0,5.0,6.0,7.0,7.0,6.0,2185,2185
891,2186,2186,0.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,2186,2186
892,2187,2187,0.0,3.0,3.0,5.0,5.0,7.0,6.0,7.0,2187,2187
893,2189,2189,0.0,4.0,4.0,6.0,6.0,5.0,5.0,4.0,2189,2189
894,2196,2196,0.0,3.0,3.0,6.0,7.0,7.0,7.0,7.0,2196,2196
895,2190,2190,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,2190,2190
896,2191,2191,0.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,2191,2191
898,2192,2192,0.0,4.0,4.0,6.0,5.0,7.0,6.0,6.0,2192,2192
899,2193,2193,0.0,4.0,4.0,6.0,6.0,7.0,7.0,6.0,2193,2193
902,2194,2194,0.0,3.0,3.0,6.0,6.0,6.0,7.0,6.0,2194,2194
904,2195,2195,0.0,3.0,3.0,5.0,6.0,7.0,7.0,7.0,2195,2195
905,2144,2144,0.0,3.0,3.0,5.0,5.0,7.0,6.0,6.0,2144,2144
906,2179,2179,0.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,2179,2179
907,2143,2143,0.0,4.0,4.0,6.0,5.0,7.0,7.0,7.0,2143,2143
908,2105,2105,0.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,2105,2105
909,2089,2089,0.0,4.0,4.0,6.0,6.0,6.0,7.0,7.0,2089,2089
910,2090,2090,0.0,4.0,4.0,5.0,4.0,6.0,5.0,5.0,2090,2090
911,2091,2091,0.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2091,2091
912,2092,2092,0.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,2092,2092
913,2093,2093,0.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,2093,2093
914,2094,2094,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2094,2094
915,2095,2095,0.0,4.0,4.0,6.0,6.0,6.0,7.0,7.0,2095,2095
916,2096,2096,0.0,4.0,4.0,7.0,6.0,6.0,7.0,7.0,2096,2096
917,2097,2097,0.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,2097,2097
918,2098,2098,0.0,4.0,4.0,6.0,5.0,6.0,6.0,6.0,2098,2098
920,2099,2099,0.0,3.0,3.0,5.0,5.0,6.0,6.0,7.0,2099,2099
921,2100,2100,0.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2100,2100
922,2101,2101,0.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,2101,2101
923,2102,2102,0.0,3.0,3.0,6.0,5.0,6.0,6.0,5.0,2102,2102
925,2103,2103,0.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,2103,2103
926,2088,2088,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,2088,2088
930,2087,2087,0.0,4.0,4.0,6.0,5.0,7.0,7.0,7.0,2087,2087
931,2086,2086,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,2086,2086
932,2077,2077,0.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,2077,2077
933,2071,2071,0.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,2071,2071
934,2072,2072,0.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,2072,2072
936,2073,2073,0.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,2073,2073
937,2074,2074,0.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,2074,2074
938,2075,2075,0.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,2075,2075
939,2076,2076,0.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,2076,2076
942,2078,2078,0.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,2078,2078
943,2085,2085,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,2085,2085
944,2079,2079,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2079,2079
945,2080,2080,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,2080,2080
946,2081,2081,0.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,2081,2081
947,2082,2082,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,2082,2082
948,2083,2083,0.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,2083,2083
949,2084,2084,0.0,4.0,4.0,5.0,5.0,7.0,7.0,6.0,2084,2084
950,2104,2104,0.0,3.0,3.0,5.0,5.0,7.0,6.0,6.0,2104,2104
952,2106,2106,0.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,2106,2106
953,2141,2141,1.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,2141,2141
954,2107,2107,0.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,2107,2107
955,2126,2126,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,2126,2126
956,2127,2127,0.0,4.0,4.0,6.0,5.0,6.0,6.0,5.0,2127,2127
957,2128,2128,0.0,3.0,3.0,5.0,6.0,6.0,7.0,7.0,2128,2128
959,2129,2129,0.0,4.0,4.0,6.0,6.0,6.0,5.0,6.0,2129,2129
960,2130,2130,0.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,2130,2130
961,2131,2131,0.0,4.0,4.0,5.0,4.0,5.0,6.0,6.0,2131,2131
962,2132,2132,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,2132,2132
963,2133,2133,0.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2133,2133
964,2134,2134,0.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,2134,2134
965,2135,2135,0.0,3.0,3.0,5.0,6.0,7.0,6.0,6.0,2135,2135
966,2136,2136,0.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,2136,2136
968,2137,2137,0.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2137,2137
969,2138,2138,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2138,2138
970,2139,2139,0.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2139,2139
975,2140,2140,0.0,3.0,3.0,5.0,4.0,5.0,6.0,6.0,2140,2140
977,2125,2125,0.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,2125,2125
979,2124,2124,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,2124,2124
980,2123,2123,0.0,4.0,4.0,7.0,5.0,7.0,7.0,5.0,2123,2123
981,2114,2114,0.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,2114,2114
982,2108,2108,0.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,2108,2108
983,2109,2109,1.0,4.0,4.0,6.0,5.0,7.0,7.0,6.0,2109,2109
985,2110,2110,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,2110,2110
986,2111,2111,0.0,4.0,4.0,6.0,5.0,6.0,7.0,6.0,2111,2111
987,2112,2112,0.0,4.0,4.0,5.0,6.0,5.0,7.0,5.0,2112,2112
988,2113,2113,0.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,2113,2113
990,2115,2115,0.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2115,2115
991,2122,2122,0.0,3.0,3.0,5.0,4.0,7.0,5.0,6.0,2122,2122
992,2116,2116,1.0,4.0,4.0,5.0,5.0,5.0,6.0,7.0,2116,2116
997,2117,2117,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2117,2117
999,2118,2118,0.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,2118,2118
1000,2119,2119,0.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,2119,2119
1001,2120,2120,0.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,2120,2120
1002,2121,2121,0.0,3.0,3.0,5.0,6.0,6.0,7.0,7.0,2121,2121
1003,2142,2142,0.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2142,2142
1005,2217,2217,0.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2217,2217
1006,2290,2290,0.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,2290,2290
1007,2218,2218,0.0,4.0,4.0,3.0,5.0,4.0,6.0,5.0,2218,2218
1008,2311,2311,1.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2311,2311
1010,2312,2312,0.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,2312,2312
1011,2313,2313,0.0,3.0,3.0,4.0,5.0,6.0,6.0,5.0,2313,2313
1013,2314,2314,0.0,3.0,3.0,4.0,6.0,7.0,7.0,6.0,2314,2314
1014,2315,2315,0.0,3.0,3.0,5.0,5.0,6.0,5.0,5.0,2315,2315
1015,2316,2316,0.0,3.0,3.0,4.0,5.0,7.0,7.0,7.0,2316,2316
1016,2317,2317,0.0,3.0,3.0,5.0,5.0,7.0,7.0,7.0,2317,2317
1017,2318,2318,0.0,4.0,4.0,5.0,5.0,7.0,6.0,6.0,2318,2318
1018,2319,2319,0.0,4.0,4.0,5.0,5.0,6.0,7.0,6.0,2319,2319
1019,2320,2320,0.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,2320,2320
1020,2321,2321,0.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2321,2321
1022,2322,2322,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,2322,2322
1023,2323,2323,0.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,2323,2323
1024,2324,2324,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,2324,2324
1025,2325,2325,0.0,3.0,3.0,6.0,5.0,6.0,5.0,5.0,2325,2325
1026,2310,2310,0.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,2310,2310
1027,2309,2309,0.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2309,2309
1028,2308,2308,0.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,2308,2308
1034,2299,2299,0.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2299,2299
1037,2293,2293,0.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,2293,2293
1038,2294,2294,0.0,3.0,3.0,4.0,5.0,6.0,5.0,5.0,2294,2294
1039,2295,2295,1.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,2295,2295
1040,2296,2296,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,2296,2296
1041,2297,2297,0.0,3.0,3.0,5.0,5.0,6.0,6.0,5.0,2297,2297
1042,2298,2298,1.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,2298,2298
1043,2300,2300,0.0,4.0,4.0,4.0,5.0,6.0,7.0,7.0,2300,2300
1047,2307,2307,0.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2307,2307
1048,2301,2301,0.0,4.0,4.0,4.0,4.0,7.0,7.0,5.0,2301,2301
1049,2302,2302,0.0,3.0,3.0,4.0,4.0,7.0,6.0,5.0,2302,2302
1050,2303,2303,0.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,2303,2303
1051,2304,2304,0.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,2304,2304
1052,2305,2305,0.0,3.0,3.0,4.0,5.0,6.0,6.0,5.0,2305,2305
1053,2306,2306,0.0,3.0,3.0,4.0,4.0,6.0,5.0,4.0,2306,2306
1054,2326,2326,0.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,2326,2326
1055,2328,2328,0.0,4.0,4.0,5.0,6.0,7.0,6.0,7.0,2328,2328
1056,2363,2363,0.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,2363,2363
1057,2329,2329,0.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,2329,2329
1058,2348,2348,0.0,3.0,3.0,5.0,4.0,6.0,6.0,4.0,2348,2348
1061,2349,2349,0.0,3.0,3.0,4.0,5.0,6.0,6.0,5.0,2349,2349
1062,2350,2350,0.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,2350,2350
1064,2351,2351,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,2351,2351
1068,2352,2352,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,2352,2352
1069,2353,2353,0.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,2353,2353
1070,2354,2354,0.0,3.0,3.0,6.0,6.0,7.0,7.0,7.0,2354,2354
1071,2355,2355,0.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,2355,2355
1072,2356,2356,0.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,2356,2356
1073,2357,2357,0.0,4.0,4.0,3.0,3.0,4.0,3.0,0.0,2357,2357
1074,2358,2358,0.0,4.0,4.0,4.0,3.0,5.0,5.0,6.0,2358,2358
1076,2359,2359,0.0,4.0,4.0,7.0,5.0,6.0,6.0,7.0,2359,2359
1077,2360,2360,0.0,4.0,4.0,6.0,7.0,5.0,7.0,7.0,2360,2360
1078,2361,2361,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,2361,2361
1079,2362,2362,0.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,2362,2362
1080,2347,2347,0.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,2347,2347
1081,2346,2346,0.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,2346,2346
1082,2345,2345,0.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,2345,2345
1083,2336,2336,0.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,2336,2336
1084,2330,2330,0.0,4.0,4.0,6.0,5.0,6.0,7.0,6.0,2330,2330
1086,2331,2331,0.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,2331,2331
1088,2332,2332,0.0,3.0,3.0,4.0,5.0,6.0,5.0,7.0,2332,2332
1090,2333,2333,0.0,3.0,3.0,4.0,5.0,6.0,5.0,6.0,2333,2333
1091,2334,2334,0.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2334,2334
1095,2335,2335,0.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,2335,2335
1098,2337,2337,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,2337,2337
1099,2344,2344,0.0,3.0,3.0,4.0,5.0,6.0,6.0,5.0,2344,2344
1100,2338,2338,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2338,2338
1102,2339,2339,0.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,2339,2339
1105,2340,2340,0.0,3.0,3.0,5.0,5.0,6.0,6.0,7.0,2340,2340
1109,2341,2341,0.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,2341,2341
1112,2342,2342,0.0,4.0,4.0,4.0,6.0,7.0,7.0,7.0,2342,2342
1113,2343,2343,0.0,3.0,3.0,5.0,4.0,6.0,7.0,7.0,2343,2343
1114,2292,2292,0.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,2292,2292
1115,2327,2327,0.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,2327,2327
1116,2291,2291,0.0,3.0,3.0,5.0,4.0,5.0,7.0,7.0,2291,2291
1118,2253,2253,0.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,2253,2253
1119,2237,2237,0.0,4.0,4.0,7.0,5.0,6.0,7.0,7.0,2237,2237
1120,2238,2238,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,2238,2238
1121,2239,2239,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,2239,2239
1122,2240,2240,0.0,4.0,4.0,6.0,5.0,6.0,6.0,6.0,2240,2240
1123,2241,2241,0.0,4.0,4.0,5.0,5.0,6.0,7.0,6.0,2241,2241
1124,2242,2242,0.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,2242,2242
1125,2243,2243,0.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,2243,2243
1126,2244,2244,0.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,2244,2244
1127,2245,2245,0.0,4.0,4.0,6.0,4.0,7.0,7.0,6.0,2245,2245
1128,2246,2246,0.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,2246,2246
1130,2247,2247,1.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,2247,2247
1132,2248,2248,0.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,2248,2248
1133,2249,2249,0.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,2249,2249
1134,2250,2250,0.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,2250,2250
1135,2251,2251,0.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,2251,2251
1136,2236,2236,0.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,2236,2236
1139,2235,2235,0.0,3.0,3.0,5.0,4.0,5.0,6.0,6.0,2235,2235
1141,2234,2234,0.0,4.0,4.0,6.0,5.0,7.0,7.0,7.0,2234,2234
1142,2225,2225,0.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,2225,2225
1145,2219,2219,0.0,3.0,3.0,5.0,3.0,4.0,6.0,6.0,2219,2219
1146,2220,2220,0.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,2220,2220
1147,2221,2221,0.0,4.0,4.0,6.0,5.0,7.0,7.0,7.0,2221,2221
1148,2222,2222,0.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,2222,2222
1153,2223,2223,0.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,2223,2223
1154,2224,2224,0.0,4.0,4.0,4.0,5.0,6.0,5.0,6.0,2224,2224
1157,2226,2226,0.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,2226,2226
1158,2233,2233,0.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,2233,2233
1159,2227,2227,0.0,4.0,4.0,6.0,5.0,6.0,7.0,7.0,2227,2227
1161,2228,2228,0.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,2228,2228
1162,2229,2229,0.0,4.0,4.0,5.0,4.0,5.0,6.0,6.0,2229,2229
1163,2230,2230,0.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2230,2230
1164,2231,2231,0.0,4.0,4.0,7.0,6.0,6.0,6.0,5.0,2231,2231
1166,2232,2232,0.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,2232,2232
1168,2252,2252,0.0,4.0,4.0,7.0,6.0,7.0,7.0,6.0,2252,2252
1171,2254,2254,0.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,2254,2254
1173,2289,2289,0.0,3.0,3.0,5.0,4.0,7.0,7.0,6.0,2289,2289
1175,2255,2255,0.0,3.0,3.0,5.0,5.0,6.0,7.0,7.0,2255,2255
1176,2274,2274,0.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,2274,2274
1177,2275,2275,0.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,2275,2275
1178,2276,2276,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,2276,2276
1179,2277,2277,0.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,2277,2277
1182,2278,2278,0.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,2278,2278
1185,2279,2279,0.0,3.0,3.0,4.0,5.0,5.0,6.0,7.0,2279,2279
1186,2280,2280,0.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2280,2280
1187,2281,2281,0.0,3.0,3.0,6.0,6.0,6.0,6.0,4.0,2281,2281
1189,2282,2282,0.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,2282,2282
1190,2283,2283,0.0,4.0,4.0,4.0,5.0,5.0,7.0,6.0,2283,2283
1191,2284,2284,0.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,2284,2284
1192,2285,2285,0.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,2285,2285
1193,2286,2286,0.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,2286,2286
1194,2287,2287,0.0,4.0,4.0,6.0,5.0,7.0,7.0,7.0,2287,2287
1196,2288,2288,0.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,2288,2288
1197,2273,2273,0.0,3.0,3.0,4.0,5.0,5.0,6.0,7.0,2273,2273
1198,2272,2272,0.0,3.0,3.0,7.0,6.0,6.0,7.0,7.0,2272,2272
1199,2271,2271,0.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,2271,2271
1200,2262,2262,0.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,2262,2262
1202,2256,2256,0.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,2256,2256
1203,2257,2257,0.0,3.0,3.0,5.0,5.0,6.0,7.0,7.0,2257,2257
1204,2258,2258,0.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,2258,2258
1205,2259,2259,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,2259,2259
1206,2260,2260,0.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,2260,2260
1207,2261,2261,0.0,4.0,4.0,4.0,5.0,6.0,5.0,6.0,2261,2261
1208,2263,2263,0.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,2263,2263
1209,2270,2270,0.0,3.0,3.0,6.0,5.0,6.0,7.0,7.0,2270,2270
1210,2264,2264,0.0,4.0,4.0,6.0,5.0,6.0,7.0,7.0,2264,2264
1212,2265,2265,0.0,3.0,3.0,7.0,6.0,6.0,7.0,7.0,2265,2265
1216,2266,2266,0.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,2266,2266
1217,2267,2267,0.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,2267,2267
1218,2268,2268,0.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,2268,2268
1219,2269,2269,0.0,4.0,4.0,6.0,5.0,7.0,7.0,7.0,2269,2269
1223,2070,2070,0.0,3.0,3.0,4.0,5.0,5.0,6.0,7.0,2070,2070
1224,2216,2216,0.0,3.0,3.0,5.0,4.0,5.0,6.0,6.0,2216,2216
1225,2069,2069,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,2069,2069
1226,1920,1920,0.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,1920,1920
1227,1867,1867,0.0,3.0,3.0,5.0,6.0,7.0,6.0,6.0,1867,1867
1229,1868,1868,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1868,1868
1230,1869,1869,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1869,1869
1231,1870,1870,1.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,1870,1870
1294,1871,1871,0.0,4.0,4.0,6.0,5.0,6.0,7.0,7.0,1871,1871
1295,1872,1872,0.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,1872,1872
1296,1873,1873,0.0,3.0,3.0,6.0,5.0,7.0,7.0,6.0,1873,1873
1298,1874,1874,1.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,1874,1874
1299,1875,1875,0.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,1875,1875
1300,1876,1876,0.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,1876,1876
1301,1877,1877,0.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,1877,1877
1302,1878,1878,0.0,3.0,3.0,4.0,5.0,5.0,6.0,5.0,1878,1878
1303,1879,1879,0.0,4.0,4.0,5.0,4.0,5.0,6.0,6.0,1879,1879
1304,1880,1880,0.0,3.0,3.0,4.0,5.0,5.0,7.0,7.0,1880,1880
1305,1881,1881,0.0,3.0,3.0,5.0,6.0,7.0,7.0,7.0,1881,1881
1306,1866,1866,0.0,3.0,3.0,3.0,3.0,4.0,6.0,4.0,1866,1866
